Australian Bureau of Statistics,,,,
,,,,
"Motor Vehicle Census, 2015",,,,
"Year of Manufacture, Vehicle type and Vehicles",,,,
Counting: Vehicles,,,,
,,,,
Year of Manufacture,Vehicle type,Counting,Count,Annotations
2012,Other Non Freight Carrying Trucks,Vehicles (#),38,
2013,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),8048,
2013,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),11907,
2013,Prime Movers,Vehicles (#),6559,
2013,Buses > 9 seats,Vehicles (#),4561,
2013,Tow Trucks,Vehicles (#),90,
2013,Fire Appliances,Vehicles (#),226,
2013,Trucks with Machinery Mounted,Vehicles (#),238,
2013,Other Non Freight Carrying Trucks,Vehicles (#),30,
2014,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),7355,
2014,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),10142,
2014,Prime Movers,Vehicles (#),5222,
2014,Buses > 9 seats,Vehicles (#),4531,
2014,Tow Trucks,Vehicles (#),92,
2014,Fire Appliances,Vehicles (#),121,
2014,Trucks with Machinery Mounted,Vehicles (#),159,
2014,Other Non Freight Carrying Trucks,Vehicles (#),19,
2015,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),121,
2015,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),52,
2015,Prime Movers,Vehicles (#),80,
2015,Buses > 9 seats,Vehicles (#),143,
2015,Tow Trucks,Vehicles (#),0,
2015,Fire Appliances,Vehicles (#),3,
2015,Trucks with Machinery Mounted,Vehicles (#),0,
2015,Other Non Freight Carrying Trucks,Vehicles (#),0,
2016,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),0,
2016,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),0,
2016,Prime Movers,Vehicles (#),0,
2016,Buses > 9 seats,Vehicles (#),0,
2016,Tow Trucks,Vehicles (#),0,
2016,Fire Appliances,Vehicles (#),0,
2016,Trucks with Machinery Mounted,Vehicles (#),0,
2016,Other Non Freight Carrying Trucks,Vehicles (#),0,
2017,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),0,
2017,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),0,
2017,Prime Movers,Vehicles (#),0,
2017,Buses > 9 seats,Vehicles (#),0,
2017,Tow Trucks,Vehicles (#),0,
2017,Fire Appliances,Vehicles (#),0,
2017,Trucks with Machinery Mounted,Vehicles (#),0,
2017,Other Non Freight Carrying Trucks,Vehicles (#),0,
2018,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),0,
2018,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),0,
2018,Prime Movers,Vehicles (#),0,
2018,Buses > 9 seats,Vehicles (#),0,
2018,Tow Trucks,Vehicles (#),0,
2018,Fire Appliances,Vehicles (#),0,
2018,Trucks with Machinery Mounted,Vehicles (#),0,
2018,Other Non Freight Carrying Trucks,Vehicles (#),0,
2019,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),0,
2019,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),0,
2019,Prime Movers,Vehicles (#),0,
2019,Buses > 9 seats,Vehicles (#),0,
2019,Tow Trucks,Vehicles (#),0,
2019,Fire Appliances,Vehicles (#),0,
2019,Trucks with Machinery Mounted,Vehicles (#),0,
